[2024-12-23T09:09:30.257+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_movie_data manual__2024-12-23T09:09:28.889683+00:00 [queued]>
[2024-12-23T09:09:30.273+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_movie_data manual__2024-12-23T09:09:28.889683+00:00 [queued]>
[2024-12-23T09:09:30.274+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2024-12-23T09:53:15.285+0000] {subprocess.py:93} INFO - Fetched data for page 289
[2024-12-23T09:53:15.286+0000] {subprocess.py:93} INFO - Fetched data for page 290
[2024-12-23T09:53:15.286+0000] {subprocess.py:93} INFO - Fetched data for page 291
[2024-12-23T09:53:15.286+0000] {subprocess.py:93} INFO - Fetched data for page 292
[2024-12-23T09:53:15.287+0000] {subprocess.py:93} INFO - Fetched data for page 293
[2024-12-23T09:53:15.287+0000] {subprocess.py:93} INFO - Fetched data for page 294
[2024-12-23T09:53:15.287+0000] {subprocess.py:93} INFO - Fetched data for page 295
[2024-12-23T09:53:15.287+0000] {subprocess.py:93} INFO - Fetched data for page 296
[2024-12-23T09:53:15.288+0000] {subprocess.py:93} INFO - Fetched data for page 297
[2024-12-23T09:53:15.288+0000] {subprocess.py:93} INFO - Fetched data for page 298
[2024-12-23T09:53:15.288+0000] {subprocess.py:93} INFO - Fetched data for page 299
[2024-12-23T09:53:15.288+0000] {subprocess.py:93} INFO - Fetched data for page 300
[2024-12-23T09:53:15.289+0000] {subprocess.py:93} INFO - Fetched data for page 301
[2024-12-23T09:53:15.289+0000] {subprocess.py:93} INFO - Fetched data for page 302
[2024-12-23T09:53:15.289+0000] {subprocess.py:93} INFO - Fetched data for page 303
[2024-12-23T09:53:15.289+0000] {subprocess.py:93} INFO - Fetched data for page 304
[2024-12-23T09:53:15.290+0000] {subprocess.py:93} INFO - Fetched data for page 305
[2024-12-23T09:53:15.290+0000] {subprocess.py:93} INFO - Fetched data for page 306
[2024-12-23T09:53:15.290+0000] {subprocess.py:93} INFO - Fetched data for page 307
[2024-12-23T09:53:15.290+0000] {subprocess.py:93} INFO - Fetched data for page 308
[2024-12-23T09:53:15.291+0000] {subprocess.py:93} INFO - Fetched data for page 309
[2024-12-23T09:53:15.291+0000] {subprocess.py:93} INFO - Fetched data for page 310
[2024-12-23T09:53:15.291+0000] {subprocess.py:93} INFO - Fetched data for page 311
[2024-12-23T09:53:15.291+0000] {subprocess.py:93} INFO - Fetched data for page 312
[2024-12-23T09:53:15.292+0000] {subprocess.py:93} INFO - Fetched data for page 313
[2024-12-23T09:53:15.292+0000] {subprocess.py:93} INFO - Fetched data for page 314
[2024-12-23T09:53:15.292+0000] {subprocess.py:93} INFO - Fetched data for page 315
[2024-12-23T09:53:15.292+0000] {subprocess.py:93} INFO - Fetched data for page 316
[2024-12-23T09:53:15.293+0000] {subprocess.py:93} INFO - Fetched data for page 317
[2024-12-23T09:53:15.293+0000] {subprocess.py:93} INFO - Fetched data for page 318
[2024-12-23T09:53:15.293+0000] {subprocess.py:93} INFO - Fetched data for page 319
[2024-12-23T10:05:53.815+0000] {subprocess.py:93} INFO - Fetched data for page 320
[2024-12-23T10:05:53.816+0000] {subprocess.py:93} INFO - Fetched data for page 321
[2024-12-23T10:05:53.816+0000] {subprocess.py:93} INFO - Fetched data for page 322
[2024-12-23T10:05:53.817+0000] {subprocess.py:93} INFO - Fetched data for page 323
[2024-12-23T10:05:53.817+0000] {subprocess.py:93} INFO - Fetched data for page 324
[2024-12-23T10:05:53.818+0000] {subprocess.py:93} INFO - Fetched data for page 325
[2024-12-23T10:05:53.818+0000] {subprocess.py:93} INFO - Fetched data for page 326
[2024-12-23T10:05:53.818+0000] {subprocess.py:93} INFO - Fetched data for page 327
[2024-12-23T10:05:53.819+0000] {subprocess.py:93} INFO - Fetched data for page 328
[2024-12-23T10:05:53.819+0000] {subprocess.py:93} INFO - Fetched data for page 329
[2024-12-23T10:05:53.820+0000] {subprocess.py:93} INFO - Fetched data for page 330
[2024-12-23T10:05:53.820+0000] {subprocess.py:93} INFO - Fetched data for page 331
[2024-12-23T10:05:53.820+0000] {subprocess.py:93} INFO - Fetched data for page 332
[2024-12-23T10:05:53.821+0000] {subprocess.py:93} INFO - Fetched data for page 333
[2024-12-23T10:05:53.821+0000] {subprocess.py:93} INFO - Fetched data for page 334
[2024-12-23T10:05:53.822+0000] {subprocess.py:93} INFO - Fetched data for page 335
[2024-12-23T10:05:53.823+0000] {subprocess.py:93} INFO - Fetched data for page 336
[2024-12-23T10:05:53.824+0000] {subprocess.py:93} INFO - Fetched data for page 337
[2024-12-23T10:05:53.826+0000] {subprocess.py:93} INFO - Fetched data for page 338
[2024-12-23T10:05:53.826+0000] {subprocess.py:93} INFO - Fetched data for page 339
[2024-12-23T10:05:53.827+0000] {subprocess.py:93} INFO - Fetched data for page 340
[2024-12-23T10:05:53.828+0000] {subprocess.py:93} INFO - Fetched data for page 341
[2024-12-23T10:05:53.828+0000] {subprocess.py:93} INFO - Fetched data for page 342
[2024-12-23T10:05:53.829+0000] {subprocess.py:93} INFO - Fetched data for page 343
[2024-12-23T10:05:53.829+0000] {subprocess.py:93} INFO - Fetched data for page 344
[2024-12-23T10:05:53.829+0000] {subprocess.py:93} INFO - Fetched data for page 345
[2024-12-23T10:05:53.830+0000] {subprocess.py:93} INFO - Fetched data for page 346
[2024-12-23T10:05:53.830+0000] {subprocess.py:93} INFO - Fetched data for page 347
[2024-12-23T10:05:53.830+0000] {subprocess.py:93} INFO - Fetched data for page 348
[2024-12-23T10:05:53.831+0000] {subprocess.py:93} INFO - Fetched data for page 349
[2024-12-23T10:05:53.831+0000] {subprocess.py:93} INFO - Fetched data for page 350
[2024-12-23T10:05:53.831+0000] {subprocess.py:93} INFO - Fetched data for page 351
[2024-12-23T10:05:53.831+0000] {subprocess.py:93} INFO - Fetched data for page 352
[2024-12-23T10:05:53.832+0000] {subprocess.py:93} INFO - Fetched data for page 353
[2024-12-23T10:05:53.832+0000] {subprocess.py:93} INFO - Fetched data for page 354
[2024-12-23T10:05:53.832+0000] {subprocess.py:93} INFO - Fetched data for page 355
[2024-12-23T10:05:53.833+0000] {subprocess.py:93} INFO - Fetched data for page 356
[2024-12-23T10:05:53.833+0000] {subprocess.py:93} INFO - Fetched data for page 357
[2024-12-23T10:05:53.833+0000] {subprocess.py:93} INFO - Fetched data for page 358
[2024-12-23T10:05:53.834+0000] {subprocess.py:93} INFO - Fetched data for page 359
[2024-12-23T10:05:53.834+0000] {subprocess.py:93} INFO - Fetched data for page 360
[2024-12-23T10:05:53.835+0000] {subprocess.py:93} INFO - Fetched data for page 361
[2024-12-23T10:05:53.835+0000] {subprocess.py:93} INFO - Fetched data for page 362
[2024-12-23T10:05:53.835+0000] {subprocess.py:93} INFO - Fetched data for page 363
[2024-12-23T10:05:53.836+0000] {subprocess.py:93} INFO - Fetched data for page 364
[2024-12-23T10:05:53.836+0000] {subprocess.py:93} INFO - Fetched data for page 365
[2024-12-23T10:05:53.836+0000] {subprocess.py:93} INFO - Fetched data for page 366
[2024-12-23T10:05:53.837+0000] {subprocess.py:93} INFO - Fetched data for page 367
[2024-12-23T10:05:53.837+0000] {subprocess.py:93} INFO - Fetched data for page 368
[2024-12-23T10:05:53.838+0000] {subprocess.py:93} INFO - Fetched data for page 369
[2024-12-23T10:05:53.838+0000] {subprocess.py:93} INFO - Fetched data for page 370
[2024-12-23T10:05:53.838+0000] {subprocess.py:93} INFO - Fetched data for page 371
[2024-12-23T10:05:53.839+0000] {subprocess.py:93} INFO - Fetched data for page 372
[2024-12-23T10:05:53.839+0000] {subprocess.py:93} INFO - Fetched data for page 373
[2024-12-23T10:05:53.840+0000] {subprocess.py:93} INFO - Fetched data for page 374
[2024-12-23T10:05:53.840+0000] {subprocess.py:93} INFO - Fetched data for page 375
[2024-12-23T10:05:53.841+0000] {subprocess.py:93} INFO - Fetched data for page 376
[2024-12-23T10:05:53.841+0000] {subprocess.py:93} INFO - Fetched data for page 377
[2024-12-23T10:05:53.841+0000] {subprocess.py:93} INFO - Fetched data for page 378
[2024-12-23T10:05:53.842+0000] {subprocess.py:93} INFO - Fetched data for page 379
[2024-12-23T10:05:53.842+0000] {subprocess.py:93} INFO - Fetched data for page 380
[2024-12-23T10:05:53.843+0000] {subprocess.py:93} INFO - Fetched data for page 381
[2024-12-23T10:05:53.844+0000] {subprocess.py:93} INFO - Fetched data for page 382
[2024-12-23T10:05:53.844+0000] {subprocess.py:93} INFO - Fetched data for page 383
[2024-12-23T10:05:53.845+0000] {subprocess.py:93} INFO - Fetched data for page 384
[2024-12-23T10:05:53.845+0000] {subprocess.py:93} INFO - Fetched data for page 385
[2024-12-23T10:05:53.845+0000] {subprocess.py:93} INFO - Fetched data for page 386
[2024-12-23T10:05:53.846+0000] {subprocess.py:93} INFO - Fetched data for page 387
[2024-12-23T10:05:53.846+0000] {subprocess.py:93} INFO - Fetched data for page 388
[2024-12-23T10:05:53.847+0000] {subprocess.py:93} INFO - Fetched data for page 389
[2024-12-23T10:05:53.847+0000] {subprocess.py:93} INFO - Fetched data for page 390
[2024-12-23T10:05:53.848+0000] {subprocess.py:93} INFO - Fetched data for page 391
[2024-12-23T10:05:53.848+0000] {subprocess.py:93} INFO - Fetched data for page 392
[2024-12-23T10:05:53.849+0000] {subprocess.py:93} INFO - Fetched data for page 393
[2024-12-23T10:05:53.849+0000] {subprocess.py:93} INFO - Fetched data for page 394
[2024-12-23T10:05:53.849+0000] {subprocess.py:93} INFO - Fetched data for page 395
[2024-12-23T10:05:53.850+0000] {subprocess.py:93} INFO - Fetched data for page 396
[2024-12-23T10:05:53.850+0000] {subprocess.py:93} INFO - Fetched data for page 397
[2024-12-23T10:05:53.850+0000] {subprocess.py:93} INFO - Fetched data for page 398
[2024-12-23T10:05:53.850+0000] {subprocess.py:93} INFO - Fetched data for page 399
[2024-12-23T10:05:53.851+0000] {subprocess.py:93} INFO - Fetched data for page 400
[2024-12-23T10:05:53.851+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 86825 (attempt 1): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/86825?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c359d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.851+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 86825 (attempt 2): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/86825?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c35160>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.852+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 86825 (attempt 3): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/86825?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c35a60>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.853+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 86825 after 3 attempts.
[2024-12-23T10:05:53.853+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 12277 (attempt 1): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/12277?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c359d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.854+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 12277 (attempt 2): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/12277?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c35160>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.854+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 12277 (attempt 3): HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/12277?api_key=9fb9d335431a9f6007701ac905fcd5e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05c35a60>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.854+0000] {subprocess.py:93} INFO - Failed to fetch details for movie ID 12277 after 3 attempts.
[2024-12-23T10:05:53.855+0000] {subprocess.py:93} INFO - Fetched data for page 401
[2024-12-23T10:05:53.855+0000] {subprocess.py:93} INFO - Attempt 1 failed for page 402: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/popular?api_key=9fb9d335431a9f6007701ac905fcd5e5&page=402 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05cd2940>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.856+0000] {subprocess.py:93} INFO - Attempt 2 failed for page 402: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/popular?api_key=9fb9d335431a9f6007701ac905fcd5e5&page=402 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05cb1d60>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.856+0000] {subprocess.py:93} INFO - Attempt 3 failed for page 402: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/popular?api_key=9fb9d335431a9f6007701ac905fcd5e5&page=402 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f5e05cd2970>: Failed to establish a new connection: [Errno -2] Name or service not known'))
[2024-12-23T10:05:53.856+0000] {subprocess.py:93} INFO - Failed to fetch data for page 402 after 3 attempts.
[2024-12-23T10:05:53.857+0000] {subprocess.py:93} INFO - Movie data with genres and runtime from up to 500 pages has been saved to /opt/***/DE_project/data/JSON/movies_data.json
[2024-12-23T10:05:53.887+0000] {subprocess.py:97} INFO - Command exited with return code 0
[2024-12-23T10:05:53.931+0000] {taskinstance.py:1400} INFO - Marking task as SUCCESS. dag_id=movie_etl_workflow, task_id=fetch_movie_data, execution_date=20241223T090928, start_date=20241223T090930, end_date=20241223T100553
[2024-12-23T10:05:53.951+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2024-12-23T10:05:53.985+0000] {taskinstance.py:2784} INFO - 1 downstream tasks scheduled from follow-on schedule check
